Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer Value_to_Use_Freq,Seconds_Used_To_freq
0.0,1.0,58.262350945886496,0.0,1123.0,10.0,0.0,3.0,2.0,1.0,2,25.0,50.985,1.0,5.0985,112.3
5.0,0.0,42.0,1.0,7508.0,133.0,392.0,44.0,3.0,1.0,1,30.0,1873.64,0.0,14.087518796992482,56.45112781954887
11.0,0.0,13.0,1.0,9228.0,175.0,87.0,53.0,4.0,1.0,1,45.0,452.575,0.0,2.5861428571428573,52.73142857142857
5.0,0.0,37.0,0.0,14885.0,172.0,129.0,15.0,2.0,1.0,1,25.0,1258.065,0.0,7.314331395348837,86.54069767441861
0.0,0.0,29.0,0.0,2840.0,16.0,0.0,13.0,3.0,1.0,1,30.0,114.24,0.0,7.14,162.0409466248351
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
8.0,0.0,36.0,1.0,2585.0,43.0,282.0,16.0,3.0,1.0,1,30.0,1233.12,0.0,28.67720930232558,60.116279069767444
15.0,0.0,40.0,1.0,4503.0,72.0,8.0,37.0,1.0,1.0,1,15.0,295.625,0.0,4.105902777777778,62.541666666666664
7.0,1.0,35.0,0.0,2265.0,54.0,59.0,35.0,3.0,1.0,2,30.0,328.76,1.0,6.088148148148148,41.94444444444444
13.0,0.0,40.0,1.0,6413.0,102.0,23.0,17.0,3.0,1.0,1,30.0,352.6,0.0,3.4568627450980394,62.872549019607845
8.0,0.0,20.0,0.0,1225.0,26.0,11.0,12.0,2.0,1.0,1,25.0,105.795,0.0,4.069038461538462,47.11538461538461
9.0,0.0,28.0,1.0,1873.0,45.0,37.0,70.0,5.0,1.0,1,55.0,84.27,0.0,1.8726666666666665,41.62222222222222
0.0,0.0,30.0,0.0,11160.0,142.0,0.0,44.0,3.0,1.0,1,30.0,452.08,0.0,3.1836619718309858,78.59154929577464
0.0,0.0,37.0,2.0,453.0,10.0,36.0,6.0,5.0,1.0,1,55.0,60.945,0.0,6.0945,45.3
9.0,0.0,37.0,0.0,2383.0,50.0,66.0,35.0,4.0,1.0,2,45.0,225.825,1.0,4.5165,47.66
6.0,0.0,39.0,0.0,2113.0,56.0,12.0,20.0,3.0,1.0,2,30.0,134.76,0.0,2.406428571428571,37.732142857142854
0.0,1.0,7.0,0.0,1372.0,14.0,2.0,8.0,2.0,1.0,1,25.0,71.37,1.0,5.097857142857143,98.0
6.0,0.0,16.0,3.0,2662.0,44.0,22.0,16.0,3.0,1.0,1,30.0,196.24,0.0,4.46,60.5
0.0,0.0,33.0,0.0,1360.0,38.0,31.0,18.0,3.0,1.0,2,30.0,179.92,0.0,4.734736842105263,35.78947368421053
11.0,0.0,40.0,0.0,3903.0,62.0,7.0,22.0,1.0,1.0,1,15.0,256.575,0.0,4.138306451612903,62.95161290322581
10.0,0.0,29.0,2.0,3590.0,70.0,20.0,27.0,3.0,1.0,1,30.0,226.4,0.0,3.2342857142857144,51.285714285714285
3.0,0.0,38.0,2.0,6615.0,92.0,218.0,30.0,3.0,1.0,1,30.0,1140.28,0.0,12.394347826086957,71.90217391304348
18.0,0.0,45.0,3.0,7283.0,91.0,130.0,45.0,2.0,1.0,1,25.0,916.83,0.0,10.075054945054946,80.03296703296704
16.0,0.0,34.0,5.506072783915396,10130.0,87.0,0.0,40.0,4.0,1.0,1,45.0,255.425,0.0,2.935919540229885,116.4367816091954
0.0,0.0,31.0,1.0,5950.0,99.0,239.0,31.0,2.0,2.0,1,25.0,1347.705,0.0,13.613181818181818,60.101010101010104
1.0,0.0,37.0,1.0,1783.0,31.0,32.0,10.0,4.0,1.0,1,45.0,125.35,0.0,4.043548387096774,57.516129032258064
7.0,0.0,17.0,3.0,2447.0,40.0,13.0,21.0,3.0,1.0,1,30.0,151.48,0.0,3.787,61.175
0.0,0.0,20.0,0.0,1183.0,31.0,13.0,62.0,4.0,1.0,1,45.0,62.85,0.0,2.0274193548387096,38.16129032258065
0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,25.0,0.0,0.0,4.236490036231884,60.055842970176506
12.0,0.0,42.0,1.0,2453.0,66.0,367.0,25.0,3.0,1.0,1,30.0,1568.76,0.0,23.76909090909091,37.166666666666664
12.0,0.0,44.0,1.0,14033.0,179.0,15.0,50.0,3.0,1.0,1,30.0,628.48,0.0,3.5110614525139665,78.39664804469274
17.0,0.0,37.0,4.0,9715.0,131.0,165.0,58.0,3.0,2.0,1,30.0,1053.84,0.0,8.044580152671756,74.16030534351145
11.0,0.0,36.0,1.0,5628.0,97.0,17.0,21.0,2.0,1.0,1,25.0,334.125,1.0,3.4445876288659796,58.02061855670103
0.0,0.0,35.0,0.0,6440.0,83.0,181.0,24.0,3.0,1.0,1,30.0,984.92,0.0,11.866506024096385,77.59036144578313
10.0,0.0,37.0,0.0,2453.0,60.0,359.0,24.0,3.0,1.0,1,30.0,1536.52,0.0,25.608666666666668,40.88333333333333
8.0,0.0,38.0,0.0,3953.0,63.0,0.0,35.0,1.0,1.0,1,15.0,220.88,0.0,3.506031746031746,62.74603174603175
0.0,0.0,19.0,0.0,520.0,4.0,6.0,2.0,4.0,1.0,2,45.0,28.1,0.0,7.025,130.0
29.419593208926564,0.0,45.0,5.0,15445.0,237.0,69.0,35.0,3.0,2.0,1,30.0,903.28,0.0,3.811308016877637,65.16877637130801
4.0,1.0,34.0,0.0,1963.0,38.0,27.0,29.0,3.0,1.0,2,30.0,188.04,1.0,4.948421052631579,51.6578947368421
2.0,0.0,10.0,1.0,2468.0,37.0,14.0,13.0,3.0,1.0,1,30.0,156.2,0.0,4.221621621621622,66.70270270270271
7.0,0.0,42.0,0.0,485.0,14.0,18.0,7.0,2.0,1.0,2,25.0,103.455,1.0,7.389642857142857,34.642857142857146
7.0,0.0,40.0,1.0,5623.0,91.0,7.0,17.0,3.0,1.0,1,30.0,256.56,0.0,2.8193406593406594,61.79120879120879
8.0,0.0,15.0,0.0,8333.0,161.0,52.0,25.0,4.0,1.0,1,45.0,342.35,0.0,2.1263975155279504,51.75776397515528
7.0,0.0,33.0,3.0,7370.0,121.0,272.0,31.0,2.0,2.0,1,25.0,1561.095,0.0,12.901611570247933,60.90909090909091
8.0,0.0,38.0,0.0,2085.0,56.0,77.0,26.0,4.0,1.0,2,45.0,246.025,0.0,4.3933035714285715,37.232142857142854
0.0,0.0,35.0,0.0,530.0,6.0,2.0,3.0,3.0,1.0,2,30.0,29.44,0.0,4.906666666666667,88.33333333333333
12.0,0.0,15.0,0.0,8933.0,171.0,73.0,40.0,4.0,1.0,1,45.0,410.1,0.0,2.398245614035088,52.239766081871345
2.0,0.0,32.0,0.0,4255.0,73.0,0.0,19.0,3.0,1.0,1,30.0,173.12,0.0,2.3715068493150686,58.28767123287671
15.0,1.0,37.0,0.0,2978.0,55.0,42.0,31.0,3.0,1.0,2,30.0,289.32,1.0,5.260363636363636,54.14545454545455
5.0,0.0,37.0,1.0,11275.0,153.0,2.0,44.0,4.0,1.0,1,45.0,290.7,0.0,1.9,73.69281045751634
18.0,0.0,43.0,2.0,4260.0,96.0,50.0,35.0,3.0,1.0,1,30.0,374.24,0.0,3.8983333333333334,44.375
12.0,0.0,34.0,2.0,6113.0,102.0,40.0,37.0,2.0,1.0,1,25.0,459.675,0.0,4.506617647058824,59.931372549019606
22.0,0.0,38.0,4.0,6723.0,114.0,54.0,41.0,3.0,1.0,1,30.0,489.48,0.0,4.293684210526316,58.973684210526315
6.0,1.0,34.0,0.0,2153.0,39.0,36.0,32.0,3.0,1.0,2,30.0,231.68,1.0,5.94051282051282,55.205128205128204
6.0,0.0,14.0,0.0,8222.0,160.0,48.0,40.0,4.0,1.0,1,45.0,329.55,0.0,2.0596875,51.3875
0.0,0.0,23.0,0.0,2920.0,55.0,1.0,21.0,3.0,1.0,1,30.0,123.0,0.0,2.2363636363636363,53.09090909090909
15.0,0.0,39.0,1.0,2758.0,66.0,366.0,26.0,3.0,1.0,1,30.0,1576.96,0.0,23.893333333333334,41.78787878787879
24.0,0.0,35.0,5.506072783915396,10560.0,91.0,7.0,39.0,5.0,1.0,1,55.0,170.265,0.0,1.8710439560439558,116.04395604395604
0.0,0.0,7.0,0.0,1428.0,16.0,0.0,5.0,3.0,1.0,1,30.0,57.76,1.0,3.61,89.25
21.0,0.0,40.0,3.0,14915.0,221.0,57.0,34.0,3.0,1.0,1,30.0,833.44,0.0,3.7712217194570137,67.48868778280543
11.0,0.0,34.0,2.0,8935.0,113.0,133.0,38.0,3.0,1.0,1,30.0,893.92,0.0,7.910796460176991,79.070796460177
5.0,0.0,36.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2,30.0,40.44,1.0,6.739999999999999,50.833333333333336
5.0,0.0,14.0,2.0,2737.0,40.0,33.0,20.0,3.0,1.0,1,30.0,243.08,0.0,6.077,68.425
4.0,0.0,30.0,0.0,1523.0,43.0,38.0,72.0,4.0,1.0,1,45.0,134.15,0.0,3.119767441860465,35.41860465116279
6.0,1.0,8.0,2.0,1613.0,17.0,7.0,4.0,3.0,1.0,1,30.0,93.2,1.0,5.482352941176471,94.88235294117646
5.0,0.0,27.0,0.0,1015.0,10.0,7.0,2.0,4.0,1.0,2,45.0,43.125,0.0,4.3125,101.5
13.0,0.0,43.0,2.0,3775.0,88.0,40.0,29.0,3.0,1.0,1,30.0,314.52,0.0,3.5740909090909088,42.89772727272727
3.0,0.0,33.0,0.0,3713.0,52.0,0.0,28.0,1.0,1.0,1,15.0,207.075,0.0,3.9822115384615384,71.40384615384616
18.0,0.0,22.0,2.0,6392.0,147.0,93.0,43.0,2.0,2.0,1,25.0,712.755,0.0,4.848673469387755,43.48299319727891
13.0,1.0,35.0,0.0,5703.0,92.0,0.0,20.0,2.0,1.0,1,25.0,260.775,1.0,2.834510869565217,61.98913043478261
5.0,0.0,39.0,0.0,5513.0,90.0,0.0,14.0,3.0,1.0,1,30.0,224.12,0.0,2.490222222222222,61.25555555555555
14.0,0.0,40.0,2.0,5898.0,100.0,36.0,28.0,2.0,1.0,1,25.0,431.91,1.0,4.319100000000001,58.98
16.0,0.0,44.0,2.0,4583.0,74.0,18.0,41.0,1.0,1.0,1,15.0,355.135,0.0,4.799121621621621,61.932432432432435
11.0,0.0,29.0,1.0,1305.0,34.0,29.0,17.0,2.0,1.0,1,25.0,190.755,0.0,5.610441176470588,38.38235294117647
0.0,0.0,27.0,0.0,6525.0,87.0,0.0,16.0,4.0,1.0,1,45.0,165.3,0.0,1.9000000000000001,75.0
5.0,0.0,35.0,0.0,6658.0,72.0,103.0,35.0,2.0,1.0,1,25.0,766.35,0.0,10.64375,92.47222222222223
3.0,0.0,39.0,0.0,1955.0,34.0,267.0,20.0,3.0,1.0,1,30.0,1147.56,0.0,33.75176470588235,57.5
15.0,0.0,23.0,1.0,15510.0,222.0,0.0,72.0,2.0,1.0,1,25.0,707.94,0.0,3.1889189189189193,69.86486486486487
4.0,0.0,32.0,0.0,1978.0,44.0,0.0,11.0,3.0,1.0,2,30.0,80.88,0.0,1.8381818181818181,44.95454545454545
0.0,0.0,34.0,0.0,323.0,1.0,2.0,2.0,4.0,1.0,2,45.0,13.1,1.0,13.1,162.0409466248351
0.0,0.0,36.0,0.0,2790.0,21.0,409.8875997145183,6.0,3.0,1.0,1,30.0,2016.44,0.0,96.02095238095238,132.85714285714286
10.0,0.0,25.0,0.0,1225.0,32.0,19.0,13.0,2.0,1.0,1,25.0,142.065,0.0,4.43953125,38.28125
4.0,0.0,34.0,0.0,2070.0,49.0,39.0,18.0,3.0,1.0,2,30.0,240.76,0.0,4.913469387755102,42.244897959183675
9.0,0.0,27.0,0.0,510.0,24.0,1.0,4.0,2.0,1.0,2,25.0,28.53,0.0,1.18875,21.25
18.0,0.0,36.0,2.0,14645.0,218.0,38.0,27.0,3.0,1.0,1,30.0,746.52,0.0,3.4244036697247706,67.1788990825688
6.0,0.0,37.0,2.0,1048.0,15.0,12.0,2.0,5.0,1.0,1,55.0,33.945,0.0,2.263,69.86666666666666
8.0,0.0,10.0,1.0,1678.0,19.0,7.0,5.0,3.0,1.0,1,30.0,95.88,1.0,5.046315789473684,88.3157894736842
13.0,0.0,36.0,4.0,7460.0,123.0,287.0,38.0,3.0,2.0,1,30.0,1451.32,0.0,11.799349593495934,60.65040650406504
7.0,0.0,39.0,0.0,4073.0,68.0,5.0,38.0,1.0,1.0,1,15.0,255.255,0.0,3.75375,59.89705882352941
7.0,0.0,13.0,0.0,8627.0,165.0,66.0,38.0,4.0,1.0,1,45.0,384.8,0.0,2.332121212121212,52.28484848484848
5.0,1.0,58.262350945886496,0.0,1533.0,15.0,7.0,3.0,3.0,1.0,1,30.0,89.92,1.0,5.994666666666666,102.2
19.0,0.0,14.0,1.0,6697.0,141.0,84.0,43.0,1.0,2.0,1,15.0,838.09,0.0,5.943900709219858,47.49645390070922
2.0,0.0,38.0,0.0,710.0,14.0,13.0,8.0,3.0,1.0,2,30.0,80.96,0.0,5.782857142857142,50.714285714285715
12.0,0.0,41.0,0.0,4378.0,74.0,12.0,40.0,1.0,1.0,1,15.0,310.86,0.0,4.200810810810811,59.16216216216216
18.0,0.0,43.0,3.0,9375.0,131.0,159.0,49.0,3.0,1.0,1,30.0,1016.24,0.0,7.757557251908397,71.56488549618321
19.0,0.0,32.0,1.0,14755.0,217.0,37.0,26.0,3.0,1.0,1,30.0,746.88,0.0,3.44184331797235,67.99539170506912
29.419593208926564,1.0,39.0,4.0,15850.0,236.0,62.0,32.0,3.0,1.0,1,30.0,891.44,0.0,3.7772881355932206,67.16101694915254
25.0,0.0,19.0,4.0,7298.0,157.0,113.0,59.0,2.0,2.0,1,25.0,843.975,0.0,5.375636942675159,46.48407643312102
2.0,0.0,36.0,0.0,13468.0,163.0,0.0,42.0,3.0,1.0,1,30.0,545.24,0.0,3.3450306748466256,82.62576687116564
0.0,0.0,34.0,0.0,428.0,6.0,14.0,15.0,3.0,1.0,2,30.0,73.36,1.0,12.226666666666667,71.33333333333333
10.0,0.0,40.0,2.0,4575.0,86.0,7.0,27.0,3.0,1.0,1,30.0,214.44,0.0,2.493488372093023,53.19767441860465
4.0,0.0,37.0,0.0,2048.0,54.0,33.0,19.0,3.0,1.0,2,30.0,216.08,0.0,4.001481481481481,37.925925925925924
6.0,0.0,36.0,1.0,3145.0,28.0,7.0,16.0,3.0,1.0,1,30.0,154.92,0.0,5.532857142857142,112.32142857142857
13.0,1.0,34.0,0.0,2493.0,48.0,31.0,29.0,3.0,1.0,2,30.0,225.64,1.0,4.700833333333333,51.9375
0.0,0.0,16.0,0.0,1390.0,20.0,21.0,12.0,2.0,1.0,1,25.0,157.95,0.0,7.897499999999999,69.5
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
6.0,0.0,34.0,1.0,6538.0,67.0,97.0,32.0,2.0,1.0,1,25.0,733.725,0.0,10.951119402985075,97.58208955223881
0.0,0.0,35.0,0.0,6603.0,111.0,356.0,26.0,2.0,1.0,1,25.0,1904.13,0.0,17.154324324324325,59.486486486486484
13.0,0.0,39.0,2.0,5225.0,94.0,10.0,25.0,3.0,1.0,1,30.0,252.76,0.0,2.6889361702127657,55.58510638297872
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1,30.0,830.6,0.0,3.6915555555555555,67.28888888888889
20.0,0.0,36.0,2.0,14835.0,219.0,47.0,30.0,3.0,1.0,1,30.0,790.16,0.0,3.608036529680365,67.73972602739725
10.0,0.0,40.0,1.0,6898.0,83.0,119.0,42.0,2.0,1.0,1,25.0,849.645,0.0,10.236686746987951,83.10843373493977
6.0,1.0,30.0,1.0,1495.0,44.0,204.0,16.0,2.0,2.0,1,25.0,987.255,1.0,22.437613636363636,33.97727272727273
17.0,0.0,18.0,5.506072783915396,3758.0,61.0,59.0,36.0,3.0,2.0,1,30.0,388.76,0.0,6.373114754098361,61.60655737704918
1.0,0.0,34.0,0.0,7328.0,119.0,373.0,38.0,2.0,1.0,1,25.0,2013.615,0.0,16.921134453781512,61.57983193277311
0.0,0.0,20.0,0.0,2740.0,47.0,0.0,16.0,3.0,1.0,1,30.0,111.48,0.0,2.3719148936170216,58.297872340425535
6.0,1.0,36.0,0.0,2123.0,49.0,10.0,18.0,3.0,1.0,2,30.0,126.88,0.0,2.5893877551020408,43.326530612244895
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,1.0,4.236490036231884,60.055842970176506
14.0,0.0,39.0,1.0,15790.0,188.0,157.0,32.0,2.0,1.0,1,25.0,1425.51,0.0,7.5825,83.98936170212765
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
5.0,0.0,36.0,0.0,873.0,10.0,11.0,4.0,4.0,1.0,2,45.0,49.575,1.0,4.9575000000000005,87.3
0.0,0.0,34.0,0.0,513.0,2.0,11.0,5.0,4.0,1.0,2,45.0,40.375,1.0,20.1875,162.0409466248351
0.0,0.0,35.0,0.0,2070.0,42.0,150.0,23.0,2.0,1.0,1,25.0,770.04,0.0,18.334285714285713,49.285714285714285
6.0,0.0,25.0,2.0,3825.0,71.0,29.0,38.0,3.0,1.0,1,30.0,271.84,0.0,3.8287323943661966,53.87323943661972
6.0,0.0,34.0,0.0,1790.0,42.0,34.0,17.0,3.0,1.0,2,30.0,209.28,0.0,4.982857142857143,42.61904761904762
11.0,0.0,39.0,0.0,1643.0,24.0,24.0,6.0,4.0,1.0,2,45.0,101.675,1.0,4.236458333333333,68.45833333333333
6.0,0.0,35.0,0.0,2665.0,47.0,143.0,19.0,2.0,1.0,1,25.0,765.54,0.0,16.28808510638298,56.702127659574465
7.0,1.0,33.0,0.0,2088.0,36.0,23.0,26.0,3.0,1.0,2,30.0,176.96,1.0,4.915555555555556,58.0
17.0,0.0,44.0,2.0,2758.0,72.0,374.0,27.0,3.0,1.0,1,30.0,1609.2,0.0,22.35,38.30555555555556
13.0,0.0,41.0,2.0,9070.0,125.0,152.0,47.0,3.0,1.0,1,30.0,975.8,0.0,7.8064,72.56
29.419593208926564,0.0,41.0,5.0,16155.0,241.70055817253422,69.0,34.0,3.0,2.0,1,30.0,931.88,0.0,3.8507438016528925,66.75619834710744
0.0,0.0,32.0,0.0,2133.0,48.0,0.0,27.0,1.0,1.0,1,15.0,119.955,0.0,2.4990625,44.4375
13.0,0.0,18.0,4.0,3157.0,51.0,38.0,21.0,3.0,1.0,1,30.0,280.32,0.0,5.496470588235294,61.90196078431372
1.0,0.0,37.0,0.0,13063.0,158.0,0.0,44.0,3.0,1.0,1,30.0,528.84,0.0,3.347088607594937,82.67721518987342
5.0,0.0,35.0,0.0,13593.0,161.0,0.0,39.0,3.0,1.0,1,30.0,550.16,0.0,3.417142857142857,84.42857142857143
6.0,0.0,39.0,0.0,13368.0,164.0,0.0,46.0,3.0,1.0,1,30.0,541.28,0.0,3.3004878048780486,81.51219512195122
1.0,0.0,37.0,1.0,6310.0,85.0,177.0,23.0,3.0,1.0,1,30.0,963.8,0.0,11.338823529411764,74.23529411764706
3.0,0.0,33.0,1.0,6785.0,97.0,14.0,22.0,5.0,1.0,1,55.0,124.23,0.0,1.2807216494845362,69.94845360824742
0.0,0.0,27.0,0.0,700.0,12.0,25.0,6.0,4.0,1.0,2,45.0,80.3,0.0,6.691666666666666,58.333333333333336
0.0,0.0,36.0,0.0,6798.0,116.0,359.0,43.0,2.0,1.0,1,25.0,1926.63,0.0,16.60887931034483,58.60344827586207
4.0,0.0,42.0,0.0,2315.0,43.0,293.0,22.0,3.0,1.0,1,30.0,1266.32,0.0,29.449302325581392,53.83720930232558
9.0,0.0,38.0,1.0,2840.0,56.0,180.0,25.0,2.0,1.0,1,25.0,940.32,0.0,16.791428571428572,50.714285714285715
7.0,0.0,38.0,1.0,4023.0,88.0,9.0,30.0,3.0,1.0,1,30.0,200.44,0.0,2.277727272727273,45.71590909090909
0.0,0.0,8.0,1.0,4200.0,40.0,240.0,12.0,3.0,1.0,1,30.0,1129.6,0.0,28.24,105.0
21.0,0.0,38.0,1.0,14540.0,215.0,33.0,17.0,3.0,1.0,1,30.0,722.2,0.0,3.3590697674418606,67.62790697674419
4.0,0.0,36.0,0.0,4455.0,80.0,0.0,23.0,3.0,1.0,1,30.0,181.4,0.0,2.2675,55.6875
3.0,0.0,36.0,0.0,1858.0,26.0,9.0,9.0,3.0,1.0,1,30.0,111.36,0.0,4.283076923076923,71.46153846153847
0.0,0.0,23.0,0.0,2920.0,55.0,1.0,21.0,3.0,1.0,1,30.0,123.0,0.0,2.2363636363636363,53.09090909090909
10.0,0.0,34.0,0.0,5703.0,93.0,28.0,25.0,2.0,1.0,1,25.0,386.82,1.0,4.159354838709677,61.32258064516129
6.0,0.0,37.0,1.0,2518.0,56.0,7.0,30.0,2.0,1.0,1,25.0,147.33,0.0,2.6308928571428574,44.964285714285715
0.0,0.0,35.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1,30.0,967.0,0.0,12.0875,77.4375
6.0,0.0,36.0,0.0,3470.0,76.0,25.0,26.0,2.0,1.0,1,25.0,272.07,0.0,3.5798684210526317,45.6578947368421
2.0,0.0,28.0,0.0,2685.0,29.0,0.0,13.0,2.0,1.0,2,25.0,122.13,1.0,4.211379310344827,92.58620689655173
10.0,0.0,19.0,3.0,3033.0,53.0,42.0,24.0,3.0,1.0,1,30.0,291.44,0.0,5.498867924528302,57.22641509433962
15.0,0.0,30.0,5.506072783915396,10050.0,85.0,0.0,36.0,4.0,1.0,1,45.0,253.375,0.0,2.9808823529411765,118.23529411764706
5.0,0.0,39.0,0.0,1180.0,20.0,7.0,13.0,2.0,1.0,2,25.0,85.5,0.0,4.275,59.0
22.0,0.0,23.0,3.0,6778.0,149.0,102.0,48.0,2.0,2.0,1,25.0,770.715,0.0,5.17258389261745,45.48993288590604
3.0,0.0,27.0,0.0,1163.0,34.0,12.0,70.0,4.0,1.0,1,45.0,59.925,0.0,1.7625,34.205882352941174
29.419593208926564,0.0,39.0,3.0,15330.0,225.0,29.0,30.0,3.0,1.0,1,30.0,738.2,0.0,3.280888888888889,68.13333333333334
0.0,0.0,7.0,0.0,4085.0,34.0,208.0,8.0,3.0,1.0,1,30.0,996.76,0.0,29.316470588235294,120.1470588235294
11.0,1.0,38.0,0.0,2428.0,55.0,17.0,20.0,3.0,1.0,2,30.0,167.32,0.0,3.042181818181818,44.14545454545455
0.0,0.0,30.0,1.0,6600.0,107.0,259.0,29.0,2.0,2.0,1,25.0,1467.315,0.0,13.713224299065422,61.6822429906542
16.0,1.0,41.0,0.0,2753.0,58.0,52.0,38.0,4.0,1.0,2,45.0,200.275,1.0,3.4530172413793103,47.46551724137931
10.0,0.0,10.0,0.0,8932.0,165.0,65.0,39.0,4.0,1.0,1,45.0,389.925,0.0,2.3631818181818183,54.13333333333333
5.0,1.0,9.0,1.0,1733.0,22.0,7.0,7.0,3.0,1.0,1,30.0,98.2,1.0,4.463636363636364,78.77272727272727
7.0,0.0,38.0,1.0,6313.0,70.0,90.0,39.0,2.0,1.0,1,25.0,692.235,0.0,9.889071428571429,90.18571428571428
0.0,0.0,15.0,0.0,1275.0,14.0,0.0,8.0,2.0,1.0,1,25.0,58.005,0.0,4.1432142857142855,91.07142857142857
4.0,0.0,36.0,0.0,2590.0,52.0,166.0,20.0,2.0,1.0,1,25.0,865.89,0.0,16.65173076923077,49.80769230769231
17.0,0.0,45.0,3.0,12030.0,170.0,33.0,55.0,4.0,1.0,1,45.0,387.5,0.0,2.2794117647058822,70.76470588235294
11.0,0.0,39.0,0.0,1148.0,19.0,15.0,4.0,3.0,1.0,2,30.0,106.68,1.0,5.6147368421052635,60.421052631578945
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2,45.0,0.0,1.0,4.236490036231884,60.055842970176506
2.0,0.0,33.0,0.0,1753.0,40.0,0.0,10.0,3.0,1.0,2,30.0,71.72,0.0,1.793,43.825
9.0,0.0,37.0,1.0,11710.0,157.0,13.0,47.0,4.0,1.0,1,45.0,329.175,0.0,2.096656050955414,74.5859872611465
3.0,0.0,32.0,0.0,1968.0,46.0,341.0,17.0,2.0,1.0,1,25.0,1625.13,0.0,35.328913043478266,42.78260869565217
13.0,0.0,29.0,4.0,2220.0,52.0,221.0,28.0,3.0,2.0,1,30.0,974.88,0.0,18.747692307692308,42.69230769230769
1.0,0.0,32.0,2.0,6660.0,110.0,264.0,31.0,2.0,2.0,1,25.0,1492.65,0.0,13.569545454545455,60.54545454545455
1.0,0.0,41.0,0.0,2055.0,39.0,286.0,17.0,3.0,1.0,1,30.0,1227.76,0.0,31.481025641025642,52.69230769230769
2.0,0.0,36.0,0.0,323.0,3.0,9.0,5.0,3.0,1.0,2,30.0,49.04,1.0,16.346666666666668,107.66666666666667
7.0,0.0,26.0,0.0,3415.0,61.0,7.0,21.0,3.0,1.0,1,30.0,167.04,0.0,2.7383606557377047,55.98360655737705
4.0,0.0,35.0,0.0,8210.0,105.0,116.0,26.0,3.0,1.0,1,30.0,796.6,0.0,7.586666666666667,78.19047619047619
10.0,0.0,42.0,2.0,6718.0,81.0,116.0,38.0,2.0,1.0,1,25.0,827.955,0.0,10.221666666666668,82.93827160493827
6.0,0.0,25.0,0.0,395.0,19.0,3.0,5.0,2.0,1.0,2,25.0,32.13,0.0,1.6910526315789476,20.789473684210527
11.0,0.0,15.0,0.0,6087.0,135.0,78.0,40.0,1.0,2.0,1,15.0,771.21,0.0,5.712666666666667,45.08888888888889
0.0,0.0,26.0,0.0,825.0,10.0,21.0,3.0,4.0,1.0,2,45.0,73.375,1.0,7.3375,82.5
2.0,0.0,36.0,0.0,13468.0,163.0,0.0,42.0,3.0,1.0,1,30.0,545.24,0.0,3.3450306748466256,82.62576687116564
13.0,0.0,38.0,1.0,3275.0,60.0,191.0,28.0,2.0,1.0,1,25.0,1009.575,0.0,16.82625,54.583333333333336
24.0,0.0,34.0,2.0,15060.0,223.0,44.0,28.0,3.0,1.0,1,30.0,787.32,0.0,3.5305829596412557,67.53363228699551
6.0,0.0,32.0,0.0,6718.0,69.0,100.0,36.0,2.0,1.0,1,25.0,755.415,0.0,10.94804347826087,97.3623188405797
18.0,1.0,27.0,0.0,695.0,37.0,1.0,11.0,2.0,1.0,2,25.0,37.44,1.0,1.0118918918918918,18.783783783783782
12.0,0.0,40.0,2.0,4820.0,89.0,9.0,27.0,3.0,1.0,1,30.0,232.36,0.0,2.6107865168539326,54.157303370786515
0.0,0.0,36.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2,30.0,5.4,1.0,2.7,66.5
5.0,0.0,31.0,0.0,2193.0,50.0,344.0,18.0,2.0,1.0,1,25.0,1648.935,0.0,32.978699999999996,43.86
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1,25.0,1683.09,0.0,31.168333333333333,39.77777777777778
0.0,0.0,40.0,0.0,7203.0,127.0,385.0,42.0,3.0,1.0,1,30.0,1833.2,0.0,14.434645669291339,56.71653543307087
3.0,0.0,36.0,1.0,6528.0,75.0,133.0,39.0,2.0,1.0,1,25.0,895.635,0.0,11.9418,87.04
8.0,0.0,37.0,1.0,6718.0,75.0,108.0,37.0,2.0,1.0,1,25.0,791.685,0.0,10.5558,89.57333333333334
9.0,0.0,38.0,1.0,3530.0,79.0,30.0,28.0,3.0,1.0,1,30.0,264.36,0.0,3.346329113924051,44.68354430379747
